GSE	GSM	Our Cell Name	More Detailed Cell Name
E-GEOD-26188	GSM642853	liver	liver
E-GEOD-26188	GSM642854	liver	liver
E-GEOD-26188	GSM642858	liver	liver
E-GEOD-26188	GSM642859	liver	liver
E-GEOD-26188	GSM642860	liver	liver
E-GEOD-28085	GSM694326	liver	liver
E-GEOD-28085	GSM694327	liver	liver
E-GEOD-28085	GSM694328	liver	liver
E-GEOD-28085	GSM694329	liver	liver
E-GEOD-28692	GSM710627	liver	liver
E-GEOD-28692	GSM710628	liver	liver
E-GEOD-28692	GSM710629	liver	liver
E-GEOD-28692	GSM710630	liver	liver
E-GEOD-30552	GSM758179	liver	liver
E-GEOD-30552	GSM758180	liver	liver
E-GEOD-30552	GSM758181	liver	liver
E-GEOD-30552	GSM758185	liver	liver
E-GEOD-30552	GSM758186	liver	liver
E-GEOD-30552	GSM758187	liver	liver
E-GEOD-31854	GSM790048	liver	liver
E-GEOD-31854	GSM790049	liver	liver
E-GEOD-31854	GSM790050	liver	liver
E-GEOD-31854	GSM790051	liver	liver
E-GEOD-37396	GSM917394	liver	liver
E-GEOD-37396	GSM917395	liver	liver
E-GEOD-37396	GSM917397	liver	liver
E-GEOD-37396	GSM917398	liver	liver
E-GEOD-37396	GSM917399	liver	liver
E-GEOD-37396	GSM917400	liver	liver
E-GEOD-37396	GSM917401	liver	liver
E-GEOD-37396	GSM917402	liver	liver
E-GEOD-37396	GSM917403	liver	liver
E-GEOD-37396	GSM917404	liver	liver
E-GEOD-37396	GSM917406	liver	liver
E-GEOD-37396	GSM917407	liver	liver
E-GEOD-37396	GSM917408	liver	liver
E-GEOD-37396	GSM917409	liver	liver
E-GEOD-37396	GSM917410	liver	liver
E-GEOD-37396	GSM917411	liver	liver
E-GEOD-37396	GSM917412	liver	liver
E-GEOD-37396	GSM917413	liver	liver
E-GEOD-37396	GSM917414	liver	liver
E-GEOD-37396	GSM917416	liver	liver
E-GEOD-37396	GSM917417	liver	liver
E-GEOD-37396	GSM917418	liver	liver
E-GEOD-37396	GSM917419	liver	liver
E-GEOD-37396	GSM917420	liver	liver
E-MEXP-3119	5831	lung	lung
E-MEXP-3119	5981	lung	lung
E-MEXP-3119	6205	lung	lung
E-MEXP-3119	6611	lung	lung
E-GEOD-24940	GSM613024	lung	lung
E-GEOD-24940	GSM613025	lung	lung
E-GEOD-24940	GSM613026	lung	lung
E-GEOD-25313	GSM622710	lung	lung
E-GEOD-25313	GSM622711	lung	lung
E-GEOD-25313	GSM622712	lung	lung
E-GEOD-25313	GSM622713	lung	lung
E-GEOD-25313	GSM622722	lung	lung
E-GEOD-25313	GSM622723	lung	lung
E-GEOD-25313	GSM622724	lung	lung
E-GEOD-25313	GSM622725	lung	lung
E-GEOD-25313	GSM622733	lung	lung
E-GEOD-25313	GSM622734	lung	lung
E-GEOD-25313	GSM622735	lung	lung
E-GEOD-25313	GSM622736	lung	lung
E-GEOD-25313	GSM622745	lung	lung
E-GEOD-25313	GSM622746	lung	lung
E-GEOD-25313	GSM622747	lung	lung
E-GEOD-25313	GSM622748	lung	lung
E-GEOD-30987	GSM780866	prostate	prostate
E-GEOD-30987	GSM780867	prostate	prostate
E-GEOD-30987	GSM780868	prostate	prostate
E-GEOD-30987	GSM780869	prostate	prostate
E-GEOD-30987	GSM780870	prostate	prostate
E-GEOD-40352	GSM991858	prostate	prostate
E-GEOD-40352	GSM991859	prostate	prostate
E-GEOD-40352	GSM991860	prostate	prostate
E-GEOD-24940	GSM613027	pituitary	pituitary
E-GEOD-24940	GSM613028	pituitary	pituitary
E-GEOD-24940	GSM613029	pituitary	pituitary
E-GEOD-30427	GSM754701	thyroid	thyroid
E-GEOD-30427	GSM754702	thyroid	thyroid
E-GEOD-30427	GSM754703	thyroid	thyroid
E-GEOD-30427	GSM754704	thyroid	thyroid
E-GEOD-30427	GSM754705	thyroid	thyroid
E-GEOD-30427	GSM754706	thyroid	thyroid
E-GEOD-24940	GSM613005	pancreas - islets	pancreas - islets
E-GEOD-24940	GSM613006	pancreas - islets	pancreas - islets
E-GEOD-24940	GSM613007	pancreas - islets	pancreas - islets
E-GEOD-24940	GSM613008	pancreas - islets	pancreas - islets
E-GEOD-34232	GSM845195	pancreas - whole	pancreas - whole
E-GEOD-34232	GSM845196	pancreas - whole	pancreas - whole
E-GEOD-34232	GSM845197	pancreas - whole	pancreas - whole
E-GEOD-34232	GSM845198	pancreas - whole	pancreas - whole
E-GEOD-34874	GSM856807	intestine - large	intestine - large
E-GEOD-34874	GSM856808	intestine - large	intestine - large
E-GEOD-34874	GSM856809	intestine - large	intestine - large
E-GEOD-39973	GSM982640	intestine - large	intestine - large
E-GEOD-39973	GSM982641	intestine - large	intestine - large
E-GEOD-39973	GSM982642	intestine - large	intestine - large
E-GEOD-39973	GSM982643	intestine - large	intestine - large
E-GEOD-37209	GSM913727	intestine - paneth cell	intestine - paneth cell
E-GEOD-37209	GSM913728	intestine - paneth cell	intestine - paneth cell
E-GEOD-37209	GSM913729	intestine - paneth cell	intestine - paneth cell
E-GEOD-24940	GSM613033	intestine - small	intestine - small
E-GEOD-24940	GSM613034	intestine - small	intestine - small
E-GEOD-24940	GSM613035	intestine - small	intestine - small
E-GEOD-39974	GSM982644	intestine - small	intestine - small
E-GEOD-39974	GSM982645	intestine - small	intestine - small
E-GEOD-39974	GSM982646	intestine - small	intestine - small
E-GEOD-39974	GSM982647	intestine - small	intestine - small
E-GEOD-39974	GSM982648	intestine - small	intestine - small
E-GEOD-39974	GSM982649	intestine - small	intestine - small
E-GEOD-39974	GSM982650	intestine - small	intestine - small
E-GEOD-39974	GSM982651	intestine - small	intestine - small
E-GEOD-39974	GSM982652	intestine - small	intestine - small
E-GEOD-39974	GSM982653	intestine - small	intestine - small
E-GEOD-39974	GSM982654	intestine - small	intestine - small
E-GEOD-39974	GSM982655	intestine - small	intestine - small
E-GEOD-23406	GSM574121	nsc	nsc
E-GEOD-23406	GSM574122	nsc	nsc
E-GEOD-23406	GSM574123	nsc	nsc
E-GEOD-36897	GSM905119	nsc	nsc
E-GEOD-36897	GSM905120	nsc	nsc
E-GEOD-37832	GSM928681	nsc	nsc
E-GEOD-37832	GSM928682	nsc	nsc
E-GEOD-37832	GSM928683	nsc	nsc
E-GEOD-37832	GSM928684	nsc	nsc
E-GEOD-37832	GSM928685	nsc	nsc
E-GEOD-37832	GSM928686	nsc	nsc
E-GEOD-27245	GSM673645	npc	npc
E-GEOD-27245	GSM673646	npc	npc
E-GEOD-27245	GSM673663	neuron - glutamatergic	neuron - glutamatergic
E-GEOD-27245	GSM673664	neuron - glutamatergic	neuron - glutamatergic
E-GEOD-27245	GSM673665	neuron - glutamatergic	neuron - glutamatergic
E-GEOD-39674	GSM970548	olfactory epithelium	olfactory epithelium
E-GEOD-39674	GSM970549	olfactory epithelium	olfactory epithelium
E-GEOD-39674	GSM970550	olfactory epithelium	olfactory epithelium
E-GEOD-39674	GSM970551	olfactory epithelium	olfactory epithelium
E-GEOD-39674	GSM970552	olfactory epithelium	olfactory epithelium
E-GEOD-39674	GSM970553	olfactory epithelium	olfactory epithelium
E-GEOD-39674	GSM970560	olfactory epithelium	olfactory epithelium
E-GEOD-39674	GSM970561	olfactory epithelium	olfactory epithelium
E-GEOD-39674	GSM970562	olfactory epithelium	olfactory epithelium
E-GEOD-39674	GSM970563	olfactory epithelium	olfactory epithelium
E-GEOD-39674	GSM970564	olfactory epithelium	olfactory epithelium
E-GEOD-39674	GSM970565	olfactory epithelium	olfactory epithelium
E-GEOD-37773	GSM928117	retinal pigment epithelium	retinal pigment epithelium
E-GEOD-37773	GSM928118	retinal pigment epithelium	retinal pigment epithelium
E-GEOD-37773	GSM928119	retinal pigment epithelium	retinal pigment epithelium
E-GEOD-37773	GSM928120	retinal pigment epithelium	retinal pigment epithelium
E-GEOD-43155	GSM1057569	cornea	cornea
E-GEOD-43155	GSM1057570	cornea	cornea
E-GEOD-43155	GSM1057571	cornea	cornea
E-GEOD-43155	GSM1057572	cornea	cornea
E-GEOD-43155	GSM1057573	cornea	cornea
E-GEOD-43155	GSM1057574	cornea	cornea
E-GEOD-43155	GSM1057575	cornea	cornea
E-GEOD-43155	GSM1057576	cornea	cornea
E-GEOD-43155	GSM1057577	cornea	cornea
E-GEOD-43155	GSM1057578	cornea	cornea
E-GEOD-43155	GSM1057579	cornea	cornea
E-GEOD-43155	GSM1057580	cornea	cornea
E-GEOD-43155	GSM1057581	cornea	cornea
E-GEOD-43155	GSM1057582	cornea	cornea
E-GEOD-16209	GSM407030	lens	lens
E-GEOD-16209	GSM407031	lens	lens
E-GEOD-16209	GSM407032	lens	lens
E-GEOD-16209	GSM407033	lens	lens
E-GEOD-16209	GSM407034	lens	lens
